id,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
1,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 35086,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),11:15,05h 45m,17:00,3.9,INR 670,43 Seats available
2,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3580,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),12:15,05h 45m,18:00,3.9,INR 670,43 Seats available
3,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 24256,INDRA(A.C. Seater),12:30,05h 30m,18:00,3.0,INR 528,30 Seats available
4,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 9319,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,06h 20m,19:20,3.5,INR 436,31 Seats available
5,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3576,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),13:15,06h 15m,19:30,4.0,INR 670,42 Seats available
6,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Sri KVR Travels,A/C Sleeper (2+1),23:35,05h 40m,05:15,4.6,INR 560,22 Seats available
7,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,GMRK Tours and Travels,Bharat Benz A/C Sleeper (2+1),23:45,05h 40m,05:25,4.5,INR 599,29 Seats available
8,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),11:05,06h 35m,17:40,4.5,500,36 Seats available
9,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,AdIntrCity SmartBus,A/C Seater / Sleeper (2+1),01:30,04h 55m,06:25,4.0,INR 411,42 Seats available
10,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),22:30,07h 30m,06:00,4.4,432,42 Seats available
11,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),01:05,05h 25m,06:30,4.4,INR 552,37 Seats available
12,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Svkdt travels,A/C Sleeper (2+1),23:35,06h 15m,05:50,4.3,INR 519,21 Seats available
13,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,AdIntrCity SmartBus,A/C Seater / Sleeper (2+1),00:15,05h 45m,06:00,4.4,INR 412,39 Seats available
14,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),16:00,07h 00m,23:00,4.3,356,34 Seats available
15,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),12:30,06h 35m,19:05,4.4,500,40 Seats available
16,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3543,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:15,07h 05m,17:20,2.9,INR 444,33 Seats available
17,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:15,06h 35m,16:50,4.6,INR 414,33 Seats available
18,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 23700,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:15,05h 35m,15:50,4.0,INR 436,32 Seats available
19,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3657,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),10:30,05h 55m,16:25,4.1,INR 683,37 Seats available
20,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3513,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:39,09h 06m,19:45,2.9,INR 446,33 Seats available
21,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9400,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:45,06h 45m,17:30,3.3,INR 446,33 Seats available
22,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9356,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,06h 35m,18:05,4.0,INR 414,34 Seats available
23,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3858,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),11:30,05h 00m,16:30,4.1,INR 633,33 Seats available
24,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35269,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),12:15,06h 10m,18:25,3.4,INR 683,45 Seats available
25,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3601,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30,08h 05m,20:35,2.5,INR 446,33 Seats available
26,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),21:30,06h 35m,04:05,4.6,480,18 Seats available
27,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),23:25,06h 30m,05:55,4.6,450,18 Seats available
28,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,05h 00m,04:45,4.7,INR 493,32 Seats available
29,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,AdSai Dasari Travels,Non A/C Seater / Sleeper (2+1),22:59,07h 11m,06:10,4.5,INR 550,21 Seats available
30,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),16:20,06h 55m,23:15,4.6,450,33 Seats available
31,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:25,05h 50m,05:15,4.7,INR 492,31 Seats available
32,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,GMRK Tours and Travels,Bharat Benz A/C Sleeper (2+1),23:45,06h 15m,06:00,4.6,INR 599,14 Seats available
33,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,AdSai RK Travels,Non A/C Seater / Sleeper (2+1),22:10,07h 20m,05:30,3.8,INR 550,25 Seats available
34,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Yolo Bus,A/C Seater / Sleeper (2+1),23:21,06h 50m,06:11,4.2,630,23 Seats available
35,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),22:30,06h 50m,05:20,4.5,450,21 Seats available
36,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5151,STAR LINER(NON-AC SLEEPER 2+1),18:00,09h 15m,03:15,4.2,INR 677,19 Seats available
37,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5870,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,09h 30m,04:00,3.6,INR 522,22 Seats available
38,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5070,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45,08h 30m,03:15,3.5,INR 524,33 Seats available
39,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5859,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,09h 00m,04:00,3.3,INR 555,25 Seats available
40,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 48821,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,09h 15m,04:15,4.2,INR 522,1 Seat available
41,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5054,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,09h 45m,05:00,2.2,INR 524,33 Seats available
42,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5867,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,11h 30m,07:00,3.9,INR 569,34 Seats available
43,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5181,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:40,09h 00m,04:40,3.2,INR 524,32 Seats available
44,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5922,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,09h 05m,04:50,3.9,INR 522,32 Seats available
45,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5916,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:50,09h 10m,05:00,2.4,INR 572,33 Seats available
46,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:40,08h 35m,06:15,4.5,INR 642,16 Seats available
47,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),21:30,08h 15m,05:45,4.2,INR 1100,26 Seats available
48,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Kaveri Tours and Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:30,08h 15m,05:45,4.3,INR 999,26 Seats available
49,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,08h 30m,06:00,4.1,INR 450,24 Seats available
50,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Chandu Travels,A/C Sleeper (2+1),22:15,07h 30m,05:45,4.1,684,20 Seats available
51,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Krishna Travels,A/C Sleeper (2+1),22:30,07h 00m,05:30,4.0,INR 900,21 Seats available
52,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Krishna Travels,NON A/C Semi Sleeper / Sleeper (2+1),20:00,09h 00m,05:00,3.8,INR 550,29 Seats available
53,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,08h 00m,05:30,3.5,INR 800,22 Seats available
54,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Sahasra Tours and Travels,A/C Seater / Sleeper (2+1),21:00,08h 30m,05:30,3.9,INR 449,30 Seats available
55,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),22:00,07h 30m,05:30,3.4,INR 550,27 Seats available
56,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24283,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:10,03h 30m,13:40,3.9,INR 281,37 Seats available
57,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 8308,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",10:15,03h 30m,13:45,3.1,INR 239,35 Seats available
58,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27085,METRO LUXURY A/C,10:20,04h 10m,14:30,4.5,INR 383,18 Seats available
59,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30,04h 30m,15:00,3.9,INR 281,34 Seats available
60,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:50,04h 40m,15:30,3.9,INR 281,34 Seats available
61,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3322,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:10,04h 05m,15:15,3.9,INR 281,34 Seats available
62,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4862,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:15,03h 45m,15:00,3.9,INR 281,34 Seats available
63,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3338,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:20,03h 01m,14:21,3.9,INR 281,36 Seats available
64,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2835,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,03h 50m,15:50,3.9,INR 281,34 Seats available
65,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4985,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:15,03h 30m,15:45,3.9,INR 281,34 Seats available
66,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2539,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30,04h 15m,16:45,4.0,INR 281,34 Seats available
67,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27153,METRO LUXURY A/C,12:45,03h 05m,15:50,4.6,INR 383,22 Seats available
68,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24277,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,03h 30m,16:30,3.9,INR 281,34 Seats available
69,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2540,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:15,04h 30m,17:45,3.2,INR 281,34 Seats available
70,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2817,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,03h 00m,16:30,3.9,INR 281,31 Seats available
71,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4929,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,04h 10m,17:40,3.9,INR 281,33 Seats available
72,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2667,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,03h 00m,17:00,4.4,INR 281,23 Seats available
73,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3416,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,04h 00m,18:00,4.4,INR 281,34 Seats available
74,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24265,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:10,03h 20m,17:30,2.6,INR 281,34 Seats available
75,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23567,INDRA(A.C. Seater),14:20,03h 10m,17:30,3.6,INR 340,27 Seats available
76,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2819,INDRA(A.C. Seater),14:30,03h 00m,17:30,3.0,INR 340,36 Seats available
77,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23549,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:45,04h 30m,19:15,1.4,INR 281,34 Seats available
78,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2669,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,03h 00m,18:00,3.3,INR 281,34 Seats available
79,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2532,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:10,04h 35m,19:45,3.9,INR 281,34 Seats available
80,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3474,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:20,04h 10m,19:30,3.9,INR 281,34 Seats available
81,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2689,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,03h 00m,18:30,3.1,INR 281,30 Seats available
82,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24279,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:40,03h 50m,19:30,3.6,INR 281,34 Seats available
83,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27129,METRO LUXURY A/C,16:00,03h 05m,19:05,4.1,INR 383,29 Seats available
84,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2524,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:15,04h 30m,20:45,3.9,INR 281,34 Seats available
85,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2695,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,03h 00m,19:30,3.9,INR 281,28 Seats available
86,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3406,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,03h 45m,20:30,3.8,INR 281,34 Seats available
87,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2891,INDRA(A.C. Seater),17:00,03h 00m,20:00,3.5,INR 340,34 Seats available
88,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2534,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,04h 30m,21:45,4.3,INR 281,34 Seats available
89,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2815,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,03h 00m,20:30,3.8,INR 281,25 Seats available
90,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23527,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,04h 30m,22:15,3.9,INR 281,34 Seats available
91,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27083,METRO LUXURY A/C,18:00,02h 50m,20:50,4.1,INR 383,29 Seats available
92,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3332,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,04h 00m,22:00,1.8,INR 281,34 Seats available
93,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2857,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",18:15,05h 15m,23:30,3.9,INR 269,35 Seats available
94,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2869,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,03h 00m,21:30,4.2,INR 281,34 Seats available
95,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3324,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,04h 30m,23:30,3.3,INR 281,31 Seats available
96,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24275,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:20,03h 30m,22:50,3.9,INR 281,34 Seats available
97,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27133,METRO LUXURY A/C,19:40,03h 05m,22:45,4.3,INR 383,28 Seats available
98,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27093,METRO LUXURY A/C,20:20,03h 50m,00:10,4.0,INR 383,30 Seats available
99,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2217,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,04h 00m,00:30,3.5,INR 281,34 Seats available
100,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3104,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04h 22m,01:22,3.9,INR 250,29 Seats available
101,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3189,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:20,03h 55m,01:15,3.9,INR 239,35 Seats available
102,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4870,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,04h 15m,02:00,3.9,INR 281,34 Seats available
103,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3326,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,04h 10m,02:00,2.7,INR 281,34 Seats available
104,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,04h 15m,02:15,3.9,INR 281,33 Seats available
105,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3354,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,03h 10m,01:10,4.2,INR 281,34 Seats available
106,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23887,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:10,03h 50m,02:00,3.9,INR 269,35 Seats available
107,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3438,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,03h 10m,01:50,4.5,INR 281,34 Seats available
108,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2765,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,04h 15m,03:00,3.9,INR 281,33 Seats available
109,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2405,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04h 00m,03:00,4.3,INR 281,34 Seats available
110,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4872,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04h 15m,03:15,3.9,INR 281,7 Seats available
111,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2851,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,04h 20m,03:50,3.9,INR 281,32 Seats available
112,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23539,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:35,04h 25m,04:00,4.0,INR 281,34 Seats available
113,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3472,INDRA(A.C. Seater),23:40,03h 20m,03:00,3.9,INR 340,38 Seats available
114,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Gaganasri Travels,Non A/C Seater / Sleeper (2+1),23:50,03h 40m,03:30,2.8,INR 5000,1 Seat available
115,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Sai Sree Travels,A/C Sleeper (2+1),00:50,02h 55m,03:45,2.8,INR 799,25 Seats available
116,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Sai Sree Travels,A/C Sleeper (2+1),00:50,02h 55m,03:45,0.0,INR 890,30 Seats available
117,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5451,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30,06h 00m,16:30,4.2,INR 398,33 Seats available
118,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5455,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,06h 00m,17:30,3.7,INR 398,33 Seats available
119,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,APSRTC - 5080,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),12:00,05h 25m,17:25,4.4,INR 632,44 Seats available
120,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,,,,,,,,
121,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,,,,,,,,
122,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,,,,,,,,
123,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,,,,,,,,
124,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,,,,,,,,
125,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,,,,,,,,
126,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,,,,,,,,
