id,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
3107,Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),23:40,07h 00m,06:40,4.4,550,33 Seats available
3108,Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),23:20,05h 40m,05:00,3.9,529,28 Seats available
3109,Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,FlixBus,Volvo A/C Seater (2+2),21:10,07h 50m,05:00,4.1,INR 977,19 Seats available
3110,Chandigarh to Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,HRTC - 508,A/C Executive (2+3),12:00,08h 10m,20:10,2.7,INR 594,42 Seats available
3111,Chandigarh to Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,HRTC - 2030250,Ordinary 3+2 Non AC Seater,16:30,06h 00m,22:30,2.7,INR 554,35 Seats available
3112,Chandigarh to Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,HRTC - 514,Ordinary 3+2 Non AC Seater,17:40,10h 20m,04:00,3.9,INR 577,37 Seats available
3113,Chandigarh to Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,HRTC - 1507,Ordinary 3+2 Non AC Seater,18:40,08h 20m,03:00,3.9,INR 575,37 Seats available
3114,Chandigarh to Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,HRTC - 58,Himsuta AC Seater Volvo/Scania 2+2,19:30,09h 30m,05:00,4.0,INR 1005,34 Seats available
3115,Chandigarh to Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,HRTC - 1544,Ordinary 3+2 Non AC Seater,21:40,10h 10m,07:50,3.9,INR 595,27 Seats available
3116,Chandigarh to Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,HRTC - 1522,Himsuta AC Seater Volvo/Scania 2+2,22:00,08h 30m,06:30,4.7,INR 965,34 Seats available
3117,Chandigarh to Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:50,06h 40m,05:30,4.7,INR 499,32 Seats available
3118,Chandigarh to Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:40,06h 30m,06:10,4.6,494,11 Seats available
3119,Chandigarh to Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:45,06h 45m,06:30,4.5,475,53 Seats available
3120,Chandigarh to Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,AdGLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),22:25,08h 35m,07:00,3.6,438,33 Seats available
3121,Chandigarh to Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:30,06h 30m,06:00,4.6,INR 499,40 Seats available
3122,Chandigarh to Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:20,06h 40m,06:00,4.6,475,49 Seats available
3123,Chandigarh to Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,GLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),22:35,08h 35m,07:10,3.3,524,30 Seats available
3124,Chandigarh to Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:15,08h 15m,06:30,3.6,529,31 Seats available
3125,Chandigarh to Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),23:59,07h 26m,07:25,3.1,475,34 Seats available
3126,Chandigarh to Manali,https://www.redbus.in/bus-tickets/chandigarh-to-manali,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:45,08h 15m,07:00,3.4,495,30 Seats available
3127,Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,HRTC - 534,Ordinary 3+2 Non AC Seater,18:05,11h 15m,05:20,4.5,INR 637,36 Seats available
3128,Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,HRTC - 541,Ordinary 3+2 Non AC Seater,19:14,08h 56m,04:10,4.9,INR 600,31 Seats available
3129,Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,HRTC - 549,A/C Executive (2+3),19:25,11h 20m,06:45,3.3,INR 736,44 Seats available
3130,Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,HRTC - 557,Ordinary 3+2 Non AC Seater,20:15,10h 55m,07:10,2.9,INR 600,37 Seats available
3131,Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,HRTC - 597,Himsuta AC Seater Volvo/Scania 2+2,20:35,10h 05m,06:40,4.1,INR 1148,32 Seats available
3132,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,HRTC - 1467,Ordinary 3+2 Non AC Seater,12:20,03h 00m,15:20,4.1,INR 218,31 Seats available
3133,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,HRTC - 401260,Ordinary 3+2 Non AC Seater,14:30,04h 30m,19:00,3.9,INR 240,37 Seats available
3134,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,HRTC - 401270,Ordinary 3+2 Non AC Seater,18:10,02h 55m,21:05,4.0,INR 218,33 Seats available
3135,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,HRTC - 763,Ordinary 3+2 Non AC Seater,19:40,02h 55m,22:35,3.9,INR 218,37 Seats available
3136,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,HRTC - 700,Himsuta AC Seater Volvo/Scania 2+2,20:00,03h 30m,23:30,3.9,INR 459,6 Seats available
3137,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,HRTC - 750,A/C Executive (2+3),20:30,03h 55m,00:25,3.9,INR 270,44 Seats available
3138,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,HRTC - 1107,Ordinary 3+2 Non AC Seater,20:30,02h 50m,23:20,3.9,INR 218,36 Seats available
3139,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,HRTC - 78,Himsuta AC Seater Volvo/Scania 2+2,21:15,03h 50m,01:05,3.9,INR 464,32 Seats available
3140,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,HRTC - 15,Himsuta AC Seater Volvo/Scania 2+2,21:25,02h 45m,00:10,3.9,INR 393,14 Seats available
3141,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,HRTC - 1123,Ordinary 3+2 Non AC Seater,23:00,05h 15m,04:15,3.9,INR 222,37 Seats available
3142,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),23:30,03h 40m,03:10,4.5,760,23 Seats available
3143,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,HRTC - 508,A/C Executive (2+3),12:00,07h 25m,19:25,3.8,INR 507,41 Seats available
3144,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,HRTC - 1519,Himsuta AC Seater Volvo/Scania 2+2,14:20,06h 40m,21:00,4.9,INR 838,35 Seats available
3145,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,HRTC - 2030250,Ordinary 3+2 Non AC Seater,16:30,05h 08m,21:38,3.9,INR 467,35 Seats available
3146,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,HRTC - 514,Ordinary 3+2 Non AC Seater,17:40,09h 35m,03:15,3.9,INR 489,37 Seats available
3147,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,HRTC - 1507,Ordinary 3+2 Non AC Seater,18:40,07h 10m,01:50,3.9,INR 488,37 Seats available
3148,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,HRTC - 58,Himsuta AC Seater Volvo/Scania 2+2,19:30,08h 30m,04:00,3.9,INR 860,33 Seats available
3149,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,HRTC - 1544,Ordinary 3+2 Non AC Seater,21:40,09h 00m,06:40,3.9,INR 507,27 Seats available
3150,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,HRTC - 1522,Himsuta AC Seater Volvo/Scania 2+2,22:00,07h 00m,05:00,4.3,INR 820,35 Seats available
3151,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Metahills holidays,Scania A/C Semi Sleeper (2+2),21:21,08h 29m,05:50,3.3,1169,26 Seats available
3152,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,GLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),22:25,07h 35m,06:00,3.7,438,33 Seats available
3153,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:50,05h 25m,04:15,4.7,INR 499,43 Seats available
3154,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:30,05h 45m,05:15,4.5,INR 499,45 Seats available
3155,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Rao Travel Heights,Volvo A/C Semi Sleeper (2+2),23:40,07h 10m,06:50,4.0,1443,41 Seats available
3156,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:40,05h 10m,04:50,4.8,480,17 Seats available
3157,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:45,06h 00m,05:45,4.7,475,53 Seats available
3158,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),23:45,05h 30m,05:15,3.3,INR 700,31 Seats available
3159,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),23:45,07h 15m,07:00,3.3,INR 700,33 Seats available
3160,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2),23:50,06h 00m,05:50,3.5,INR 699,41 Seats available
3161,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,HRTC - 514,Ordinary 3+2 Non AC Seater,11:30,11h 00m,22:30,4.2,INR 452,37 Seats available
3162,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,HRTC - 534,Ordinary 3+2 Non AC Seater,18:05,08h 15m,02:20,4.2,INR 469,37 Seats available
3163,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,HRTC - 530,Ordinary 3+2 Non AC Seater,18:20,08h 30m,02:50,4.2,INR 469,37 Seats available
3164,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,HRTC - 549,A/C Executive (2+3),19:25,08h 45m,04:10,3.0,INR 594,44 Seats available
3165,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,HRTC - 554,Ordinary 3+2 Non AC Seater,20:00,11h 00m,07:00,4.2,INR 496,37 Seats available
3166,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,HRTC - 597,Himsuta AC Seater Volvo/Scania 2+2,20:35,07h 50m,04:25,4.6,INR 913,32 Seats available
3167,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,HRTC - 563,Ordinary 3+2 Non AC Seater,20:50,08h 55m,05:45,4.2,INR 464,37 Seats available
3168,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,HRTC - 600,Himsuta AC Seater Volvo/Scania 2+2,21:50,08h 40m,06:30,4.2,INR 883,30 Seats available
3169,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,HRTC - 583,Ordinary 3+2 Non AC Seater,22:02,08h 13m,06:15,4.6,INR 469,37 Seats available
3170,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,HRTC - 77,Himsuta AC Seater Volvo/Scania 2+2,22:15,08h 15m,06:30,4.3,INR 913,31 Seats available
3171,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:00,08h 00m,07:00,4.6,569,40 Seats available
3172,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,08h 00m,06:00,4.3,569,42 Seats available
3173,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),22:40,08h 00m,06:40,4.3,INR 499,53 Seats available
3174,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,08h 00m,05:00,4.2,569,39 Seats available
3175,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,08h 45m,05:15,4.6,INR 499,48 Seats available
3176,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),19:30,07h 30m,03:00,4.6,INR 499,39 Seats available
3177,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),21:50,07h 00m,04:50,3.4,INR 600,35 Seats available
3178,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),17:00,08h 50m,01:50,3.4,569,43 Seats available
3179,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:15,08h 10m,03:25,2.2,475,31 Seats available
3180,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,City Land Travels,Volvo A/C Semi Sleeper (2+2),16:30,08h 30m,01:00,2.6,529,31 Seats available
3181,Delhi to Ghumarwin,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,HRTC - 534,Ordinary 3+2 Non AC Seater,18:05,09h 05m,03:10,4.2,INR 510,37 Seats available
3182,Delhi to Ghumarwin,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,HRTC - 587,Ordinary 3+2 Non AC Seater,18:25,07h 00m,01:25,4.2,INR 488,37 Seats available
3183,Delhi to Ghumarwin,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,HRTC - 541,Ordinary 3+2 Non AC Seater,19:14,07h 28m,02:42,4.2,INR 488,35 Seats available
3184,Delhi to Ghumarwin,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,HRTC - 549,A/C Executive (2+3),19:25,09h 25m,04:50,4.7,INR 635,44 Seats available
3185,Delhi to Ghumarwin,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,HRTC - 552,Himmani Deluxe 2+2 Non AC Seater,19:45,07h 55m,03:40,3.3,INR 532,27 Seats available
3186,Delhi to Ghumarwin,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,HRTC - 557,Ordinary 3+2 Non AC Seater,20:15,09h 00m,05:15,4.1,INR 488,37 Seats available
3187,Delhi to Ghumarwin,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,HRTC - 597,Himsuta AC Seater Volvo/Scania 2+2,20:35,08h 35m,05:10,3.9,INR 982,32 Seats available
3188,Delhi to Ghumarwin,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,HRTC - 16,Himsuta AC Seater Volvo/Scania 2+2,21:20,07h 05m,04:25,2.7,INR 916,34 Seats available
3189,Delhi to Ghumarwin,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,HRTC - 77,Himsuta AC Seater Volvo/Scania 2+2,22:15,09h 00m,07:15,4.5,INR 982,32 Seats available
3190,Delhi to Ghumarwin,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:45,07h 00m,04:45,4.2,600,31 Seats available
3191,Delhi to Ghumarwin,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2),20:00,06h 55m,02:55,3.5,INR 699,29 Seats available
3192,Delhi to Ghumarwin,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2),19:40,07h 05m,02:45,3.5,INR 699,41 Seats available
3193,Chamba (Himachal Pradesh) to Shimla,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,HRTC - 1009,Ordinary 3+2 Non AC Seater,17:00,14h 30m,07:30,4.3,INR 837,37 Seats available
3194,Chamba (Himachal Pradesh) to Shimla,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,HRTC - 1001,A/C Executive (2+3),17:15,15h 00m,08:15,1.6,INR 924,44 Seats available
3195,Chamba (Himachal Pradesh) to Shimla,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,HRTC - 1012,Ordinary 3+2 Non AC Seater,18:30,13h 45m,08:15,3.0,INR 780,28 Seats available
3196,Chamba (Himachal Pradesh) to Shimla,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,HRTC - 636,Ordinary 3+2 Non AC Seater,20:00,12h 30m,08:30,2.7,INR 843,37 Seats available
3197,Chamba (Himachal Pradesh) to Shimla,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,NEW PREM BUS SERVICE,NON A/C Seater (2+3),12:10,16h 30m,04:40,3.0,INR 900,52 Seats available
3198,Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,HRTC - 562,Ordinary 3+2 Non AC Seater,15:15,13h 15m,04:30,3.8,INR 787,37 Seats available
3199,Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,HRTC - 522,Ordinary 3+2 Non AC Seater,16:35,11h 40m,04:15,3.7,INR 746,37 Seats available
3200,Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,HRTC - 524,Ordinary 3+2 Non AC Seater,16:45,14h 15m,07:00,3.8,INR 788,37 Seats available
3201,Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,HRTC - 593,Himmani Deluxe 2+2 Non AC Seater,18:20,12h 10m,06:30,3.6,INR 827,23 Seats available
3202,Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,HRTC - 537,Ordinary 3+2 Non AC Seater,18:30,12h 00m,06:30,3.8,INR 745,37 Seats available
3203,Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:15,11h 30m,07:45,4.7,585,28 Seats available
3204,Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,11h 00m,07:00,4.7,600,25 Seats available
3205,Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:00,11h 00m,06:00,4.5,569,40 Seats available
3206,Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),20:00,11h 15m,07:15,4.6,INR 600,36 Seats available
3207,Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:00,10h 40m,07:40,4.5,600,24 Seats available
3208,Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),21:00,11h 15m,08:15,4.5,569,27 Seats available
3209,Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:00,11h 00m,07:00,4.4,569,40 Seats available
3210,Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,AdBharmani Travels,Volvo A/C Semi Sleeper (2+2),19:20,10h 10m,05:30,3.9,664,34 Seats available
3211,Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,Bharmani Travels,Volvo A/C Semi Sleeper (2+2),20:15,10h 45m,07:00,4.1,561,32 Seats available
3212,Delhi to Palampur,https://www.redbus.in/bus-tickets/delhi-to-palampur,Northern Travels,Volvo A/C Semi Sleeper (2+2),20:00,11h 30m,07:30,3.9,INR 600,24 Seats available
3213,Chandigarh to Reckong Peo (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,HRTC - 2080051,Himmani Deluxe 2+2 Non AC Seater,16:50,12h 50m,05:40,4.0,INR 840,27 Seats available
3214,Chandigarh to Reckong Peo (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,HRTC - 1511,Himmani Deluxe 2+2 Non AC Seater,17:50,12h 45m,06:35,3.0,INR 840,26 Seats available
3215,Chandigarh to Reckong Peo (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,HRTC - 1509,Ordinary 3+2 Non AC Seater,18:00,12h 20m,06:20,2.8,INR 768,29 Seats available
3216,Chandigarh to Reckong Peo (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,HRTC - 1512,Ordinary 3+2 Non AC Seater,19:00,14h 00m,09:00,3.6,INR 766,37 Seats available
3217,Bilaspur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,HRTC - 843,Ordinary 3+2 Non AC Seater,17:15,09h 45m,03:00,3.8,INR 452,37 Seats available
3218,Bilaspur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,HRTC - 680,Ordinary 3+2 Non AC Seater,19:30,09h 00m,04:30,3.7,INR 469,33 Seats available
3219,Bilaspur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,HRTC - 725,Ordinary 3+2 Non AC Seater,20:30,08h 30m,05:00,4.9,INR 469,37 Seats available
3220,Bilaspur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,HRTC - 700,Himsuta AC Seater Volvo/Scania 2+2,20:45,07h 45m,04:30,4.0,INR 913,19 Seats available
3221,Bilaspur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,HRTC - 750,A/C Executive (2+3),21:10,08h 50m,06:00,4.3,INR 594,41 Seats available
3222,Bilaspur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,HRTC - 78,Himsuta AC Seater Volvo/Scania 2+2,22:10,06h 50m,05:00,3.6,INR 913,20 Seats available
3223,Bilaspur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:55,07h 25m,04:20,4.6,759,12 Seats available
3224,Bilaspur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),23:25,06h 35m,06:00,4.8,INR 996,17 Seats available
3225,Bilaspur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),22:20,06h 55m,05:15,4.4,INR 755,17 Seats available
3226,Bilaspur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),22:50,06h 20m,05:10,3.5,INR 700,12 Seats available
3227,Bilaspur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,R S YADAV SMART BUS PRIVATE LIMITED,Volvo 9600 A/C Semi Sleeper (2+2),23:30,06h 40m,06:10,5.0,1139,45 Seats available
3228,Bilaspur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:30,06h 15m,04:45,3.4,759,11 Seats available
3229,Bilaspur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Kingfisher Busline Pvt Ltd,Volvo Multi-Axle I-Shift A/C Semi Sleeper (2+2),23:00,07h 30m,06:30,2.9,INR 599,25 Seats available
3230,Bilaspur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),22:55,06h 00m,04:55,2.0,674,26 Seats available
3231,Bilaspur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,City Land Travels,Volvo A/C Semi Sleeper (2+2),15:45,07h 15m,23:00,3.9,799,4 Seats available
3232,Bilaspur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),23:59,06h 21m,06:20,0.0,710,28 Seats available
