Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
Diphu to Hamren,https://www.redbus.in/bus-tickets/diphu-to-hamren,KAAC TRANSPORT - 175492,Non AC Seater (2+2),13:00,04h 30m,17:30,3.0,INR 246,41 Seats available
Diphu to Jagiroad,https://www.redbus.in/bus-tickets/diphu-to-jagiroad,Kareng Travels,Non AC Seater (2+1),11:30,04h 00m,15:30,4.1,INR 350,37 Seats available
